168,252,212,252,212,276,168,276,text
162,332,218,332,218,356,162,356,text
170,368,208,368,208,390,170,390,text
212,368,256,368,256,390,212,390,text
188,582,230,582,230,604,188,604,text
234,582,266,582,266,604,234,604,text
178,602,228,602,228,626,178,626,text
160,446,214,446,214,470,160,470,text
154,468,220,468,220,490,154,490,text
412,52,430,52,430,74,412,74,text
436,52,474,52,474,74,436,74,text
426,86,478,86,478,110,426,110,text
428,598,452,598,452,622,428,622,text
458,598,488,598,488,622,458,622,text
