236,492,270,492,270,516,236,516,text
276,492,304,492,304,516,276,516,text
240,544,308,544,308,566,240,566,text
14,404,60,404,60,428,14,428,text
22,432,72,432,72,454,22,454,text
16,452,78,452,78,476,16,476,text
514,78,578,78,578,100,514,100,text
506,98,586,98,586,122,506,122,text
532,244,584,244,584,268,532,268,text
532,400,582,400,582,422,532,422,text
582,466,614,466,614,490,582,490,text
620,466,640,466,640,490,620,490,text
564,488,630,488,630,510,564,510,text
548,154,568,154,568,176,548,176,text
574,154,612,154,612,176,574,176,text
528,174,592,174,592,198,528,198,text
408,58,472,58,472,82,408,82,text
594,428,640,428,640,452,594,452,text
430,470,494,470,494,494,430,494,text
446,492,468,492,468,514,446,514,text
474,492,508,492,508,514,474,514,text
432,574,492,574,492,598,432,598,text
436,596,488,596,488,618,436,618,text
336,54,398,54,398,78,336,78,text
400,98,428,98,428,120,400,120,text
432,98,472,98,472,120,432,120,text
560,308,624,308,624,332,560,332,text
14,314,78,314,78,336,14,336,text
