10,480,32,480,32,540,10,540,text
34,500,88,500,88,520,34,520,text
34,519,46,519,46,539,34,539,text
50,519,83,519,83,539,50,539,text
130,48,150,48,150,60,130,60,text
210,440,232,440,232,478,210,478,text
234,418,240,418,240,438,234,438,text
244,418,272,418,272,438,244,438,text
234,437,266,437,266,457,234,457,text
234,456,282,456,282,476,234,476,text
358,124,402,124,402,138,358,138,text
490,468,512,468,512,514,490,514,text
514,436,564,436,564,456,514,456,text
514,455,560,455,560,475,514,475,text
514,474,558,474,558,494,514,494,text
514,493,562,493,562,513,514,513,text
560,296,594,296,594,352,560,352,text
552,98,586,98,586,110,552,110,text
300,596,340,596,340,616,300,616,text
