16,394,48,394,48,416,16,416,text
52,394,94,394,94,416,52,416,text
54,548,80,548,80,572,54,572,text
86,548,112,548,112,572,86,572,text
98,68,152,68,152,90,98,90,text
94,88,156,88,156,112,94,112,text
182,80,208,80,208,104,182,104,text
212,80,274,80,274,104,212,104,text
138,510,202,510,202,534,138,534,text
146,532,194,532,194,554,146,554,text
138,570,158,570,158,594,138,594,text
164,570,204,570,204,594,164,594,text
138,592,200,592,200,614,138,614,text
328,32,366,32,366,56,328,56,text
370,32,392,32,392,56,370,56,text
328,146,350,146,350,170,328,170,text
356,146,398,146,398,170,356,170,text
312,168,376,168,376,190,312,190,text
330,230,394,230,394,252,330,252,text
330,250,394,250,394,274,330,274,text
474,80,504,80,504,102,474,102,text
508,80,548,80,548,102,508,102,text
524,48,566,48,566,72,524,72,text
570,48,606,48,606,72,570,72,text
18,196,56,196,56,218,18,218,text
60,196,82,196,82,218,60,218,text
210,508,244,508,244,530,210,530,text
248,508,270,508,270,530,248,530,text
290,582,304,582,304,606,290,606,text
310,582,362,582,362,606,310,606,text
52,460,88,460,88,482,52,482,text
92,460,116,460,116,482,92,482,text
