10,356,32,356,32,402,10,402,text
34,342,46,342,46,362,34,362,text
50,342,78,342,78,362,50,362,text
34,361,70,361,70,381,34,381,text
34,380,78,380,78,400,34,400,text
146,194,182,194,182,208,146,208,text
258,388,280,388,280,426,258,426,text
282,385,322,385,322,405,282,405,text
282,404,302,404,302,424,282,424,text
308,404,326,404,326,424,308,424,text
382,166,416,166,416,178,382,178,text
476,352,498,352,498,392,476,392,text
500,371,552,371,552,391,500,391,text
544,216,580,216,580,230,544,230,text
294,596,348,596,348,616,294,616,text
