76,34,96,34,96,58,76,58,text
102,34,134,34,134,58,102,58,text
148,36,204,36,204,58,148,58,text
150,56,202,56,202,80,150,80,text
70,408,118,408,118,430,70,430,text
64,428,126,428,126,452,64,452,text
474,60,506,60,506,82,474,82,text
512,60,554,60,554,82,512,82,text
456,192,522,192,522,216,456,216,text
468,136,530,136,530,158,468,158,text
452,456,476,456,476,480,452,480,text
482,456,520,456,520,480,482,480,text
434,516,504,516,504,540,434,540,text
446,552,494,552,494,574,446,574,text
534,86,564,86,564,108,534,108,text
570,86,596,86,596,108,570,108,text
512,424,560,424,560,446,512,446,text
536,118,592,118,592,142,536,142,text
