142,186,206,186,206,208,142,208,text
142,206,238,206,238,230,142,230,text
40,202,92,202,92,224,40,224,text
62,326,74,326,74,348,62,348,text
80,326,116,326,116,348,80,348,text
52,346,102,346,102,370,52,370,text
160,326,234,326,234,348,160,348,text
164,346,230,346,230,370,164,370,text
582,112,622,112,622,134,582,134,text
628,112,640,112,640,134,628,134,text
574,132,622,132,622,156,574,156,text
324,90,358,90,358,112,324,112,text
362,90,394,90,394,112,362,112,text
324,110,376,110,376,134,324,134,text
314,62,364,62,364,84,314,84,text
394,114,452,114,452,136,394,136,text
486,106,554,106,554,130,486,130,text
