242,330,332,330,332,352,242,352,text
242,350,276,350,276,374,242,374,text
280,350,314,350,314,374,280,374,text
292,410,338,410,338,434,292,434,text
344,280,394,280,394,304,344,304,text
386,410,446,410,446,434,386,434,text
388,184,458,184,458,208,388,208,text
396,220,450,220,450,242,396,242,text
460,592,518,592,518,616,460,616,text
130,340,196,340,196,364,130,364,text
130,362,186,362,186,384,130,384,text
130,402,192,402,192,426,130,426,text
228,444,260,444,260,468,228,468,text
264,444,330,444,330,468,264,468,text
26,342,58,342,58,364,26,364,text
64,342,96,342,96,364,64,364,text
26,362,68,362,68,386,26,386,text
72,362,94,362,94,386,72,386,text
72,78,98,78,98,100,72,100,text
104,78,120,78,120,100,104,100,text
70,98,104,98,104,122,70,122,text
108,98,142,98,142,122,108,122,text
542,138,582,138,582,160,542,160,text
588,138,608,138,608,160,588,160,text
