10,462,32,462,32,498,10,498,text
34,439,88,439,88,459,34,459,text
34,458,78,458,78,478,34,478,text
34,477,78,477,78,497,34,497,text
72,300,102,300,102,346,72,346,text
52,104,104,104,104,118,52,118,text
86,468,106,468,106,528,86,528,text
108,450,150,450,150,470,108,470,text
108,469,164,469,164,489,108,489,text
108,488,174,488,174,508,108,508,text
108,507,132,507,132,527,108,527,text
136,507,188,507,188,527,136,527,text
220,64,246,64,246,78,220,78,text
322,340,342,340,342,388,322,388,text
344,367,394,367,394,387,344,387,text
462,194,506,194,506,208,462,208,text
290,596,350,596,350,616,290,616,text
