16,196,68,196,68,220,16,220,text
18,90,80,90,80,112,18,112,text
46,498,96,498,96,522,46,522,text
46,520,88,520,88,542,46,542,text
94,520,116,520,116,542,94,542,text
144,174,204,174,204,198,144,198,text
176,500,248,500,248,522,176,522,text
176,520,232,520,232,544,176,544,text
204,168,226,168,226,192,204,192,text
232,168,278,168,278,192,232,192,text
204,190,272,190,272,212,204,212,text
388,140,408,140,408,164,388,164,text
414,140,446,140,446,164,414,164,text
272,394,318,394,318,416,272,416,text
268,490,322,490,322,512,268,512,text
324,540,394,540,394,564,324,564,text
340,364,374,364,374,388,340,388,text
378,364,432,364,432,388,378,388,text
390,452,426,452,426,474,390,474,text
432,452,466,452,466,474,432,474,text
374,472,438,472,438,496,374,496,text
418,564,454,564,454,586,418,586,text
458,564,492,564,492,586,458,586,text
416,584,450,584,450,608,416,608,text
454,584,488,584,488,608,454,608,text
454,410,500,410,500,434,454,434,text
