476,40,544,40,544,62,476,62,text
480,60,540,60,540,84,480,84,text
496,88,518,88,518,110,496,110,text
524,88,560,88,560,110,524,110,text
498,108,518,108,518,132,498,132,text
524,108,562,108,562,132,524,132,text
542,152,596,152,596,174,542,174,text
550,178,590,178,590,200,550,200,text
392,418,438,418,438,442,392,442,text
394,440,436,440,436,462,394,462,text
386,500,444,500,444,524,386,524,text
402,522,414,522,414,544,402,544,text
420,522,452,522,452,544,420,544,text
448,504,500,504,500,528,448,528,text
460,526,492,526,492,548,460,548,text
498,526,530,526,530,548,498,548,text
574,434,616,434,616,456,574,456,text
622,434,640,434,640,456,622,456,text
580,456,602,456,602,480,580,480,text
608,456,640,456,640,480,608,480,text
558,478,628,478,628,500,558,500,text
302,64,352,64,352,88,302,88,text
324,90,348,90,348,112,324,112,text
354,90,406,90,406,112,354,112,text
324,360,364,360,364,382,324,382,text
370,360,388,360,388,382,370,382,text
314,460,380,460,380,482,314,482,text
316,480,380,480,380,504,316,504,text
244,18,298,18,298,42,244,42,text
304,18,334,18,334,42,304,42,text
250,40,258,40,258,62,250,62,text
262,40,316,40,316,62,262,62,text
152,60,170,60,170,84,152,84,text
176,60,198,60,198,84,176,84,text
510,386,542,386,542,410,510,410,text
546,386,568,386,568,410,546,410,text
