360,24,414,24,414,46,360,46,text
338,84,436,84,436,108,338,108,text
372,106,404,106,404,128,372,128,text
408,106,448,106,448,128,408,128,text
366,222,436,222,436,244,366,244,text
374,242,428,242,428,266,374,266,text
390,480,436,480,436,502,390,502,text
382,500,446,500,446,524,382,524,text
452,472,516,472,516,494,452,494,text
470,492,482,492,482,516,470,516,text
486,492,524,492,524,516,486,516,text
526,476,570,476,570,498,526,498,text
68,84,122,84,122,108,68,108,text
276,598,332,598,332,620,276,620,text
122,550,144,550,144,574,122,574,text
150,550,184,550,184,574,150,574,text
122,572,180,572,180,594,122,594,text
22,118,76,118,76,142,22,142,text
82,118,110,118,110,142,82,142,text
426,56,502,56,502,78,426,78,text
