374,170,428,170,428,194,374,194,text
434,170,476,170,476,194,434,194,text
238,154,320,154,320,178,238,178,text
238,176,292,176,292,198,238,198,text
296,176,322,176,322,198,296,198,text
196,302,218,302,218,324,196,324,text
224,302,262,302,262,324,224,324,text
194,322,234,322,234,346,194,346,text
238,322,272,322,272,346,238,346,text
176,396,242,396,242,418,176,418,text
92,180,134,180,134,204,92,204,text
140,180,162,180,162,204,140,204,text
92,202,114,202,114,224,92,224,text
118,202,152,202,152,224,118,224,text
104,542,150,542,150,566,104,566,text
128,580,156,580,156,602,128,602,text
162,580,190,580,190,602,162,602,text
180,558,212,558,212,580,180,580,text
218,558,250,558,250,580,218,580,text
246,570,284,570,284,592,246,592,text
314,302,342,302,342,324,314,324,text
250,440,320,440,320,462,250,462,text
270,460,294,460,294,484,270,484,text
300,460,334,460,334,484,300,484,text
480,152,516,152,516,174,480,174,text
484,172,514,172,514,196,484,196,text
322,116,370,116,370,140,322,140,text
374,116,410,116,410,140,374,140,text
478,124,540,124,540,146,478,146,text
142,156,164,156,164,178,142,178,text
168,156,220,156,220,178,168,178,text
482,202,504,202,504,226,482,226,text
510,202,542,202,542,226,510,226,text
58,528,82,528,82,552,58,552,text
88,528,108,528,108,552,88,552,text
218,236,272,236,272,260,218,260,text
302,334,324,334,324,356,302,356,text
328,334,368,334,368,356,328,356,text
