114,68,182,68,182,92,114,92,text
134,116,156,116,156,138,134,138,text
160,116,196,116,196,138,160,138,text
192,100,244,100,244,124,192,124,text
192,122,244,122,244,144,192,144,text
202,176,216,176,216,198,202,198,text
220,176,252,176,252,198,220,198,text
276,434,296,434,296,456,276,456,text
300,434,356,434,356,456,300,456,text
260,454,326,454,326,478,260,478,text
266,530,320,530,320,554,266,554,text
266,552,318,552,318,574,266,574,text
138,400,180,400,180,424,138,424,text
118,598,162,598,162,622,118,622,text
576,522,624,522,624,546,576,546,text
400,576,430,576,430,600,400,600,text
434,576,460,576,460,600,434,600,text
468,566,510,566,510,588,468,588,text
516,566,548,566,548,588,516,588,text
468,586,518,586,518,610,468,610,text
