282,300,306,300,306,322,282,322,text
312,300,348,300,348,322,312,322,text
238,352,316,352,316,374,238,374,text
516,504,548,504,548,526,516,526,text
554,504,580,504,580,526,554,526,text
516,524,542,524,542,548,516,548,text
546,524,584,524,584,548,546,548,text
334,366,398,366,398,390,334,390,text
408,366,458,366,458,390,408,390,text
464,366,500,366,500,390,464,390,text
448,486,490,486,490,510,448,510,text
452,508,484,508,484,530,452,530,text
582,192,608,192,608,216,582,216,text
614,192,640,192,640,216,614,216,text
26,40,68,40,68,62,26,62,text
90,34,134,34,134,58,90,58,text
140,34,162,34,162,58,140,58,text
76,298,148,298,148,320,76,320,text
186,150,230,150,230,174,186,174,text
194,172,224,172,224,194,194,194,text
228,172,262,172,262,194,228,194,text
202,238,244,238,244,260,202,260,text
208,258,248,258,248,282,208,282,text
252,258,274,258,274,282,252,282,text
