10,470,32,470,32,508,10,508,text
34,449,80,449,80,469,34,469,text
34,468,86,468,86,488,34,488,text
34,487,82,487,82,507,34,507,text
64,84,108,84,108,96,64,96,text
104,346,124,346,124,410,104,410,text
126,370,166,370,166,390,126,390,text
126,389,146,389,146,409,126,409,text
152,389,182,389,182,409,152,409,text
220,176,250,176,250,190,220,190,text
308,434,328,434,328,492,308,492,text
330,432,372,432,372,452,330,452,text
330,451,344,451,344,471,330,471,text
350,451,388,451,388,471,350,471,text
330,470,384,470,384,490,330,490,text
458,118,496,118,496,130,458,130,text
286,596,354,596,354,616,286,616,text
