156,186,188,186,188,208,156,208,text
194,186,228,186,228,208,194,208,text
150,96,198,96,198,118,150,118,text
158,116,170,116,170,140,158,140,text
174,116,218,116,218,140,174,140,text
562,500,590,500,590,522,562,522,text
596,500,640,500,640,522,596,522,text
570,564,600,564,600,588,570,588,text
606,564,626,564,626,588,606,588,text
474,510,500,510,500,532,474,532,text
504,510,558,510,558,532,504,532,text
472,566,502,566,502,590,472,590,text
506,566,542,566,542,590,506,590,text
462,588,516,588,516,610,462,610,text
312,350,360,350,360,372,312,372,text
312,370,330,370,330,394,312,394,text
334,370,368,370,368,394,334,394,text
172,318,190,318,190,342,172,342,text
196,318,234,318,234,342,196,342,text
156,340,208,340,208,362,156,362,text
166,396,180,396,180,418,166,418,text
184,396,232,396,232,418,184,418,text
152,416,212,416,212,440,152,440,text
254,362,284,362,284,386,254,386,text
222,436,260,436,260,460,222,460,text
266,436,300,436,300,460,266,460,text
216,458,262,458,262,480,216,480,text
402,506,432,506,432,528,402,528,text
438,506,460,506,460,528,438,528,text
270,478,322,478,322,502,270,502,text
282,500,314,500,314,522,282,522,text
320,500,362,500,362,522,320,522,text
