10,466,32,466,32,504,10,504,text
34,445,46,445,46,465,34,465,text
50,445,90,445,90,465,50,465,text
34,464,88,464,88,484,34,484,text
34,483,82,483,82,503,34,503,text
216,78,258,78,258,90,216,90,text
398,466,420,466,420,520,398,520,text
422,480,452,480,452,500,422,500,text
458,480,470,480,470,500,458,500,text
422,499,434,499,434,519,422,519,text
438,499,468,499,468,519,438,519,text
450,388,472,388,472,466,450,466,text
474,406,500,406,500,426,474,426,text
506,406,542,406,542,426,506,426,text
474,425,544,425,544,445,474,445,text
474,444,540,444,540,464,474,464,text
536,144,560,144,560,158,536,158,text
296,596,344,596,344,616,296,616,text
