12,96,60,96,60,118,12,118,text
20,116,46,116,46,140,20,140,text
52,116,84,116,84,140,52,140,text
24,426,68,426,68,448,24,448,text
14,464,78,464,78,488,14,488,text
136,144,202,144,202,166,136,166,text
136,214,202,214,202,236,136,236,text
150,234,194,234,194,258,150,258,text
200,234,240,234,240,258,200,258,text
156,346,188,346,188,368,156,368,text
192,346,230,346,230,368,192,368,text
240,338,320,338,320,360,240,360,text
240,358,310,358,310,382,240,382,text
516,76,598,76,598,98,516,98,text
492,392,546,392,546,416,492,416,text
542,476,610,476,610,498,542,498,text
356,402,408,402,408,426,356,426,text
356,424,426,424,426,446,356,446,text
334,370,398,370,398,392,334,392,text
