10,402,32,402,32,462,10,462,text
34,422,74,422,74,442,34,442,text
34,441,74,441,74,461,34,461,text
158,308,206,308,206,356,158,356,text
164,150,196,150,196,164,164,164,text
286,382,308,382,308,430,286,430,text
310,389,348,389,348,409,310,409,text
310,408,354,408,354,428,310,428,text
430,174,464,174,464,186,430,186,text
546,412,566,412,566,466,546,466,text
568,426,606,426,606,446,568,446,text
568,445,580,445,580,465,568,465,text
584,445,614,445,614,465,584,465,text
288,596,352,596,352,616,288,616,text
