506,66,532,66,532,88,506,88,text
536,66,580,66,580,88,536,88,text
488,402,552,402,552,426,488,426,text
504,424,526,424,526,446,504,446,text
530,424,572,424,572,446,530,446,text
488,454,552,454,552,476,488,476,text
408,438,462,438,462,462,408,462,text
402,460,468,460,468,482,402,482,text
608,420,640,420,640,444,608,444,text
68,366,120,366,120,388,68,388,text
68,386,120,386,120,410,68,410,text
62,414,124,414,124,438,62,438,text
134,386,192,386,192,410,134,410,text
164,68,212,68,212,90,164,90,text
174,88,194,88,194,112,174,112,text
198,88,226,88,226,112,198,112,text
128,418,188,418,188,442,128,442,text
10,230,54,230,54,254,10,254,text
16,252,50,252,50,274,16,274,text
54,252,76,252,76,274,54,274,text
