26,454,52,454,52,478,26,478,text
56,454,98,454,98,478,56,478,text
546,396,618,396,618,420,546,420,text
552,496,612,496,612,520,552,520,text
560,548,618,548,618,570,560,570,text
562,568,616,568,616,592,562,592,text
358,96,418,96,418,120,358,120,text
366,208,424,208,424,232,366,232,text
430,208,454,208,454,232,430,232,text
368,232,426,232,426,254,368,254,text
352,252,440,252,440,276,352,276,text
436,122,476,122,476,144,436,144,text
482,122,506,122,506,144,482,144,text
432,142,462,142,462,166,432,166,text
466,142,506,142,506,166,466,166,text
472,46,518,46,518,68,472,68,text
524,46,566,46,566,68,524,68,text
474,66,530,66,530,90,474,90,text
536,66,574,66,574,90,536,90,text
158,374,194,374,194,396,158,396,text
200,374,220,374,220,396,200,396,text
150,394,200,394,200,418,150,418,text
