12,214,64,214,64,236,12,236,text
22,234,56,234,56,258,22,258,text
60,234,94,234,94,258,60,258,text
12,302,80,302,80,326,12,326,text
30,362,70,362,70,384,30,384,text
76,362,106,362,106,384,76,384,text
22,382,68,382,68,406,22,406,text
588,542,620,542,620,564,588,564,text
624,542,640,542,640,564,624,564,text
588,562,612,562,612,586,588,586,text
618,562,640,562,640,586,618,586,text
318,328,380,328,380,352,318,352,text
388,326,444,326,444,348,388,348,text
398,346,414,346,414,370,398,370,text
418,346,454,346,454,370,418,370,text
432,78,472,78,472,100,432,100,text
476,78,508,78,508,100,476,100,text
422,110,532,110,532,132,422,132,text
510,46,536,46,536,70,510,70,text
540,46,592,46,592,70,540,70,text
572,446,622,446,622,468,572,468,text
234,272,260,272,260,296,234,296,text
264,272,294,272,294,296,264,296,text
