128,404,200,404,200,428,128,428,text
148,426,170,426,170,448,148,448,text
176,426,208,426,208,448,176,448,text
132,538,194,538,194,560,132,560,text
132,558,196,558,196,582,132,582,text
66,396,90,396,90,418,66,418,text
54,504,106,504,106,528,54,528,text
50,526,112,526,112,548,50,548,text
22,312,70,312,70,334,22,334,text
58,600,106,600,106,622,58,622,text
366,104,426,104,426,128,366,128,text
524,526,586,526,586,550,524,550,text
524,548,586,548,586,570,524,570,text
602,588,626,588,626,610,602,610,text
630,588,640,588,640,610,630,610,text
