26,304,50,304,50,328,26,328,text
54,304,88,304,88,328,54,328,text
28,350,56,350,56,374,28,374,text
62,350,106,350,106,374,62,374,text
16,184,86,184,86,206,16,206,text
92,210,144,210,144,234,92,234,text
94,246,144,246,144,268,94,268,text
106,594,148,594,148,616,106,616,text
154,594,188,594,188,616,154,616,text
18,454,68,454,68,476,18,476,text
530,38,596,38,596,62,530,62,text
548,60,584,60,584,82,548,82,text
588,60,618,60,618,82,588,82,text
514,530,560,530,560,554,514,554,text
504,552,570,552,570,574,504,574,text
440,230,474,230,474,254,440,254,text
478,230,508,230,508,254,478,254,text
424,252,480,252,480,274,424,274,text
438,360,482,360,482,382,438,382,text
486,360,512,360,512,382,486,382,text
422,380,482,380,482,404,422,404,text
404,556,498,556,498,580,404,580,text
406,578,496,578,496,600,406,600,text
574,554,594,554,594,578,574,578,text
600,554,640,554,640,578,600,578,text
574,576,598,576,598,598,574,598,text
602,576,638,576,638,598,602,598,text
292,166,350,166,350,190,292,190,text
286,188,358,188,358,210,286,210,text
376,182,400,182,400,206,376,206,text
404,182,456,182,456,206,404,206,text
