318,48,338,48,338,70,318,70,text
342,48,376,48,376,70,342,70,text
378,382,410,382,410,406,378,406,text
416,382,446,382,446,406,416,406,text
302,534,382,534,382,558,302,558,text
326,556,354,556,354,578,326,578,text
360,556,404,556,404,578,360,578,text
260,418,312,418,312,442,260,442,text
418,418,492,418,492,442,418,442,text
436,440,472,440,472,462,436,462,text
476,440,508,440,508,462,476,462,text
516,350,602,350,602,374,516,374,text
514,372,604,372,604,394,514,394,text
114,190,130,190,130,212,114,212,text
134,190,184,190,184,212,134,212,text
190,190,216,190,216,212,190,212,text
162,210,176,210,176,234,162,234,text
180,210,218,210,218,234,180,234,text
132,420,184,420,184,442,132,442,text
186,452,238,452,238,476,186,476,text
