112,164,188,164,188,186,112,186,text
184,470,196,470,196,492,184,492,text
202,470,244,470,244,492,202,492,text
184,490,248,490,248,514,184,514,text
138,526,150,526,150,550,138,550,text
154,526,204,526,204,550,154,550,text
122,548,180,548,180,570,122,570,text
210,68,230,68,230,92,210,92,text
236,68,272,68,272,92,236,92,text
420,254,502,254,502,278,420,278,text
422,276,500,276,500,298,422,298,text
24,168,52,168,52,190,24,190,text
58,168,110,168,110,190,58,190,text
30,282,62,282,62,306,30,306,text
66,282,100,282,100,306,66,306,text
14,304,74,304,74,326,14,326,text
84,322,120,322,120,344,84,344,text
124,322,160,322,160,344,124,344,text
542,192,564,192,564,216,542,216,text
568,192,602,192,602,216,568,216,text
526,214,588,214,588,236,526,236,text
72,124,88,124,88,148,72,148,text
92,124,142,124,142,148,92,148,text
