98,130,160,130,160,154,98,154,text
166,130,194,130,194,154,166,154,text
92,260,142,260,142,284,92,284,text
92,332,142,332,142,354,92,354,text
504,42,546,42,546,64,504,64,text
552,42,584,42,584,64,552,64,text
494,62,544,62,544,86,494,86,text
580,56,602,56,602,78,580,78,text
606,56,640,56,640,78,606,78,text
442,120,454,120,454,144,442,144,text
460,120,496,120,496,144,460,144,text
340,110,402,110,402,134,340,134,text
200,128,252,128,252,152,200,152,text
260,148,286,148,286,172,260,172,text
290,148,328,148,328,172,290,172,text
210,398,222,398,222,420,210,420,text
226,398,264,398,264,420,226,420,text
194,494,258,494,258,516,194,516,text
190,526,262,526,262,550,190,550,text
428,48,456,48,456,72,428,72,text
158,346,192,346,192,370,158,370,text
196,346,238,346,238,370,196,370,text
32,38,78,38,78,62,32,62,text
84,38,112,38,112,62,84,62,text
