132,112,204,112,204,134,132,134,text
126,132,208,132,208,156,126,156,text
138,184,198,184,198,206,138,206,text
166,44,202,44,202,66,166,66,text
206,44,236,44,236,66,206,66,text
258,48,300,48,300,72,258,72,text
104,444,160,444,160,468,104,468,text
104,466,162,466,162,488,104,488,text
150,502,200,502,200,524,150,524,text
52,218,72,218,72,242,52,242,text
78,218,114,218,114,242,78,242,text
396,238,456,238,456,262,396,262,text
396,260,468,260,468,282,396,282,text
396,302,440,302,440,326,396,326,text
396,324,454,324,454,346,396,346,text
522,210,596,210,596,234,522,234,text
534,276,584,276,584,300,534,300,text
464,328,526,328,526,350,464,350,text
464,348,534,348,534,372,464,372,text
492,66,552,66,552,88,492,88,text
494,86,548,86,548,110,494,110,text
494,206,516,206,516,230,494,230,text
412,214,468,214,468,238,412,238,text
516,126,554,126,554,150,516,150,text
560,126,580,126,580,150,560,150,text
